id,question
222,Does Dr. Thomas Hug perform two-sided operations?
223,What is the type of HR prosthesis used by Dr. Pierre-François Leyvraz?
223,Can you tell me about the location of Dr. Leyvraz's practice?
223,Does Dr. Leyvraz provide complete operation reports after surgery?
223,What are the patient-reported outcomes for surgeries performed by Dr. Leyvraz?
223,What is the best way to contact Dr. Leyvraz directly?
224,What is Dr. Florian D. Naal's specialization within orthopedic surgery?
224,What type of hip prosthesis does Dr. Naal use for hip replacement surgeries?
224,Where is Dr. Naal's clinic located?
224,How can I contact Dr. Naal for an appointment?
224,Has Dr. Naal received any patient-reported complications or negative outcomes?
225,What is Dr. Sitthiporn Orapin's experience with hip resurfacing procedures?
225,Can you tell me more about the type of hip prosthesis used in Dr. Orapin's surgeries?
225,Is there any information regarding complications reported by patients of Dr. Orapin?
225,What is the address of Dr. Sitthiporn Orapin's practice in Bangkok?
225,How can I contact Dr. Orapin directly for a consultation?
226,What types of hip resurfacing prostheses does Dr. Chris Whately use for surgeries?
226,Can you tell me about Dr. Whately's experience with total hip replacements and how many he's performed?
226,What techniques does Dr. Whately employ during surgery to minimize postoperative complications?
226,"Is Dr. Whately available to treat international patients, and what is his hospital's location in Dubai?"
226,What kind of anesthesia options does Dr. Whately provide for his hip surgeries?
227,What is Dr. N. Ahmed's experience level in performing hip surgeries?
227,Is Dr. N. Ahmed affiliated with any specific hospital in the UK?
227,Can you provide details about the types of prosthesis Dr. N. Ahmed uses for hip replacements?
227,Are there any reported complications from patients treated by Dr. N. Ahmed?
227,What is the contact number to reach Dr. N. Ahmed's office?
228,What is Dr. C. Aldam's location for consultations and surgeries?
228,Can you tell me about Dr. C. Aldam's patient-reported outcomes?
228,Is Dr. C. Aldam's practice accommodating for foreign patients?
228,Where can I find contact information for Dr. C. Aldam?
228,What surgical techniques does Dr. C. Aldam utilize for hip surgeries?
229,What is Dr. M. Ali's operational technique for hip surgery?
229,What type of hip replacement prosthesis does Dr. M. Ali use?
229,Does Dr. M. Ali provide a complete operation report after surgery?
229,Are there any patient-reported outcomes related to Dr. M. Ali's surgeries?
229,What city is Dr. M. Ali located in for consultations?
230,What is Dr. Allen's experience level in performing hip surgeries?
230,Can you provide information about the types of hip replacement prostheses used by Dr. Allen?
230,What operational techniques does Dr. Allen specialize in for hip surgeries?
230,"Is there a way to contact Dr. Allen's office directly in Harlow, UK?"
230,Are there any patient-reported outcomes or complications associated with surgeries performed by Dr. Allen?
231,What type of hip replacement prosthesis does Dr. Alo use for his surgeries?
231,Can you tell me the location of Dr. Alo's practice?
231,Are there any reports of patient complications related to Dr. Alo's surgeries?
231,What kind of outcomes have patients reported after their procedures with Dr. Alo?
231,Is there any information available about the surgical techniques Dr. Alo employs?
232,What is Dr. J. Anderson's experience level in performing hip surgeries in Middlesborough?
232,Can you provide information about the success rates of hip surgeries performed by Dr. J. Anderson?
232,What types of prosthesis does Dr. J. Anderson typically use during hip replacement surgeries?
232,Are there any patient-reported complications related to surgeries performed by Dr. J. Anderson?
232,Is there an operational report given to patients after surgery with Dr. J. Anderson?
233,What city is Dr. H. Apthorp located in for consultation?
233,Can you provide information on the average outcomes reported by patients of Dr. H. Apthorp?
233,Is Dr. H. Apthorp known for any specific type of prosthesis used in hip surgeries?
233,Are there any complications reported by patients after undergoing surgery with Dr. H. Apthorp?
233,What kind of operational techniques does Dr. H. Apthorp specialize in for hip surgeries?
234,What type of hip replacement prosthesis does Dr. G.P. Ashcroft use for surgery?
234,What city is Dr. G.P. Ashcroft's practice located in?
234,Are there any reported complications from patients treated by Dr. G.P. Ashcroft?
234,What is the fax number for contacting Dr. G.P. Ashcroft's office?
234,Is there a complete operation report provided after surgery with Dr. G.P. Ashcroft?
235,What type of hip replacement prosthesis does Dr. Aweid use for his surgeries?
235,Where is Dr. Aweid's practice located?
235,What country is Dr. Aweid based in?
235,Has Dr. Aweid reported any patient complications following surgery?
235,Does Dr. Aweid ensure that a complete operation report is provided after the procedure?
236,What type of hip prosthesis does Dr. Gordon C. Bannister use for surgery?
236,Is Dr. Bannister associated with any specific hospital or healthcare facility?
236,What city and country is Dr. Bannister located in?
236,How can I contact Dr. Bannister's office for further inquiries?
236,Are there any patient-reported outcomes or complications reported for Dr. Bannister?
237,What type of hip prosthesis does Dr. Keith Barnes use for surgeries?
237,Where is Dr. Keith Barnes's practice located?
237,Has Dr. Keith Barnes reported any patient complications after surgery?
237,What is the contact phone number for Dr. Keith Barnes at Regency Hospital?
237,Does Dr. Keith Barnes provide a complete operation report after surgery?
238,What type of hip replacement prosthesis does Dr. S. Birtwistle use for surgeries?
238,Is there any information on patient-reported outcomes for surgeries performed by Dr. S. Birtwistle?
238,Where is Dr. S. Birtwistle's practice located?
238,Does Dr. S. Birtwistle perform any two-sided operations?
238,Can I contact Dr. S. Birtwistle directly for inquiries?
239,What is Dr. Mark Bloomfield's specialty and where is his clinic located?
239,Can you tell me about the type of hip replacement prosthesis that Dr. Bloomfield uses?
239,How many hip replacements has Dr. Bloomfield performed during his career?
239,Does Dr. Bloomfield provide patient-reported outcomes and complications after surgery?
239,What is the contact information for the Hip Clinic Rowley Bristow?
240,What are Dr. D. Campbell's patient-reported outcomes following hip surgery?
240,Is Dr. D. Campbell experienced in performing two-sided hip operations?
240,"Does Dr. D. Campbell operate out of the Countess of Chester clinic in Chester, UK?"
240,What type of hip prosthesis does Dr. D. Campbell use for surgeries?
240,Can I find Dr. D. Campbell's contact information for inquiries about hip surgery?
241,What type of hip replacement prosthesis does Dr. Carrington use?
241,What city and country is Dr. Carrington's practice located in?
241,Are there any patient-reported complications associated with Dr. Carrington's procedures?
241,Can you provide the complete operation report after surgery with Dr. Carrington?
241,Does Dr. Carrington perform surgeries on foreign patients?
242,What type of hip replacement procedure does Dr. Gursharan S. Chana specialize in?
242,Can you provide the address of Dr. Gursharan S. Chana's practice?
242,What is the average size of the hip replacement procedure performed by Dr. Chana?
242,Are there any patient-reported positive outcomes associated with Dr. Chana's surgeries?
242,What is the contact phone number for Dr. Gursharan S. Chana's office in Birmingham?
243,What type of hip prosthesis does Dr. G.J. Charnley use for hip replacement surgeries?
243,Where is Dr. G.J. Charnley's practice located?
243,Can you tell me more about the outcomes reported by patients who have undergone surgery with Dr. Charnley?
243,What is the phone number to contact Dr. G.J. Charnley's office?
243,Is there a homepage where I can find more information about Dr. Charnley and his services?
244,What is Dr. Hugh Chissell's specialty as an orthopedic surgeon?
244,Where is Dr. Hugh Chissell's clinic located?
244,What contact information is available for reaching Dr. Hugh Chissell?
244,Are there any reported patient outcomes or complications associated with Dr. Chissell?
244,Is there any information available about the types of prostheses or surgical techniques used by Dr. Hugh Chissell?
245,What is Dr. Chugh's experience in performing hip surgeries in Wolverhampton?
245,Can you provide details on the types of hip prostheses Dr. Chugh uses?
245,What is the approach Dr. Chugh takes regarding anesthetic during surgery?
245,Are there any patient-reported complications related to Dr. Chugh's surgeries?
245,Does Dr. Chugh provide a complete operation report after the procedure?
246,What type of hip prosthesis does Dr. Hugh Clark use for hip resurfacing procedures?
246,Are there any reported complications from patients treated by Dr. Hugh Clark?
246,What is the city and country where Dr. Hugh Clark practices?
246,Does Dr. Hugh Clark provide a complete operation report after surgery?
246,Do patients report positive outcomes following their procedures with Dr. Hugh Clark?
247,What types of hip prostheses does Dr. Andrew Cobb use for surgeries?
247,Can you provide the city and country where Dr. Andrew Cobb practices?
247,Are there any reported positive outcomes from Dr. Andrew Cobb's patients?
